Target,EQTA,EQTL,LLRTA,LLRGL,OEXTA,INCEMP,ROA,ROE,TDTL,TDTA,TATA
1,0.008643895477959480,0.010833604320717100,0.09201165868316670,0.11532044847233800,0.025271760971613300,-593.1656441717790,-0.13633665223197200,-15.772593800978800,1.2320070268206800,0.9829914082781160,0.11289378725300400
1,0.07840774250964110,0.18926781238811300,0.0035226935627410300,0.008503401360544220,0.02250815781667160,20.9,0.003874962919015130,0.049420666824308300,2.2052900107411400,0.913582764758232,0.35853604271729500
1,0.0021119993873406900,0.0031436459168225100,0.06665661522482320,0.09921631489892240,0.03437832430498470,-323.5165562913910,-0.05845511732066850,-27.677620396600600,1.3831276159943000,0.9292282766204660,0.13550540205169100
1,0.015981829828969200,0.021147681044686000,0.030035109929027000,0.03974344187858950,0.03976332742949450,-153.59635416666700,-0.04991127317284930,-3.123001164884040,1.195849518449630,0.903733296550697,0.09448201219073600
1,0.011541603039880700,0.013392673177566200,0.0417983593167371,0.048502081015370700,0.038921836712951500,-217.88888888888900,-0.0696402571114031,-6.033846153846150,1.1456298677216000,0.9872864803437620,0.09833445789978340
1,-0.013513513513513500,-0.016544005839060900,0.026182432432432400,0.03205401131318050,0.05380564387917330,-251.0,-0.12470190779014300,9.227941176470590,1.2368469071224400,1.0102841812400600,0.0
1,0.03833055438782110,0.04781573706353040,0.052382729286621900,0.06534522785391890,0.030593592208246100,-138.6341463414630,-0.02684792004194400,-0.7004313000616140,1.1695381642056600,0.9375374921473140,0.08181436014189150
1,0.014950539865900400,0.019484462107412900,0.03264077675042820,0.0425394656952034,0.03985928280820270,-257.6890756302520,-0.08117179620889460,-5.4293555240793200,1.1715412319920500,0.8989303269901190,0.06655743172595620
1,0.016083723492150900,0.02862745098039220,0.0454971082346461,0.08098039215686270,0.03855687138529330,-245.0,-0.08096942990911590,-5.034246575342470,1.6006862745098000,0.8993114844395480,0.0
1,0.038742615169210800,0.05836355685881110,0.03426902981251920,0.05162435373099780,0.056312536283850700,-441.61538461538500,-0.09802615852200940,-2.530189510797710,1.4317462767188800,0.9504149165044570,0.1382713519789640
1,0.00028193040244672800,0.00040870454455310700,0.029775181321694500,0.04316402848170570,0.03548516415605860,-333.205,-0.07927478459684550,-281.1856540084390,1.3454415647348300,0.9281053682165700,0.11012177727974000
1,0.007158780972282120,0.009158270613880010,0.03473998165505430,0.04444306291114110,0.047709007854309500,-254.15,-0.09262982693791270,-12.939329656342800,1.1168777174652100,0.8730341446820920,0.10432624845859900
1,-0.0532430661716532,-0.05864242074373410,0.11028608866564800,0.12147014961273900,0.08207032103079270,-291.0,-0.13981218606682700,2.6259228876128000,1.150334343580120,1.0444201790784000,0.0
1,0.007963821496629600,0.010936859168408100,0.02356437896413440,0.03236138507509330,0.043786797121647400,-482.27272727272700,-0.15088597514150000,-18.946428571428600,1.3036736128742500,0.949287522398248,0.0
1,0.01820799030254050,0.019128626081788800,0.06124046669023690,0.06433691851364470,0.03947926662962780,-318.825,-0.0644123440577807,-3.537586685159500,0.9030462536015410,0.8595838173645130,0.009677256427092280
1,0.02404220656844430,0.03258401775426690,0.018141327928033600,0.02458665137953150,0.04376659491242910,-157.9968152866240,-0.051942599401955000,-2.1604755476200800,1.2886203549718200,0.9508120513615160,0.09238811783330120
1,0.009956634223638220,0.01228009572624040,0.037321818469312600,0.04603116808212460,0.03320223792974680,-475.69058295964100,-0.0892202907424665,-8.960888663625610,1.0882407554364700,0.8823396324170110,0.05114234673108170
1,0.057753360567421700,0.06095295430428740,0.0319405152197837,0.033710051597328000,0.035665996377751000,-438.7818181818180,-0.05793725788453750,-1.0031841838346600,0.8434607405245270,0.799185090008854,0.003192995192741670
1,0.020586841625660700,0.02691087203041770,0.02954620010934940,0.038622437797196500,0.031499908875524000,-165.04,-0.06015673409877890,-2.9220963172804500,1.2494592096360700,0.9558374339347550,0.042602515035538500
1,-0.0055522872424280900,-0.007457926500171730,0.03355404059629410,0.04507035706630790,0.038708362652024600,-301.3181818181820,-0.03823349597997490,6.886080332409970,1.2770020581604600,0.9507042253521130,0.1646883759559820
1,0.0558271488189462,0.08465667845051720,0.022124457784265000,0.03354968233482350,0.042411035503566800,-146.5076923076920,-0.03915465740188720,-0.7013551333038740,1.2957310039965300,0.8544744361984250,0.21476882593590000
1,0.033183214761417800,0.04227920227920230,0.052981461202447300,0.0675044275044275,0.019827254860723300,-545.0925925925930,-0.07115523614062320,-2.144314125446200,1.2175560175560200,0.9556098657635380,0.0424538222218999
1,-0.026574596099037200,-0.05174756996596610,0.10490579193947800,0.20427854436590700,0.14896151922990000,-3639.467741935480,-0.2957499388897660,11.129047372444600,1.9390133876786400,0.9957665189317210,0.06350352669943790
1,0.017787788035541900,0.025791383636603800,0.02352597579387670,0.03411146264577360,0.03173526718313000,-283.95215311004800,-0.05875405291686260,-3.3030556019368800,1.317166407322130,0.9084226418830290,0.054978095685963900
1,0.02994751901672160,0.04241077369387590,0.012154727282124000,0.017213158385010500,0.03492311089602940,-286.92,-0.06740306052932030,-2.250705993096960,1.3645170734303900,0.9635264213795400,0.00925582247614394
1,0.03010745533783560,0.044231784324842100,0.028054825509830700,0.04121620300678380,0.03499783758608070,-228.20289855072500,-0.05238364549718890,-1.739889502762430,1.291695177024890,0.8792241924215710,0.04848797365181810
1,0.02546708499392300,0.03214298455281650,0.020746770683173600,0.026185294852128,0.033494445857712200,-251.16666666666700,-0.04259589021736060,-1.6725860155382900,1.2187042916770700,0.9655869300997770,0.021834986856609900
1,-0.01544149812066210,-0.019245661738916000,0.014191856852687200,0.017688159160441900,0.03929613293842630,-361.09424083769600,-0.09608306422626730,6.22239263803681,0.7747438021120920,0.6216052805354090,0.02389085630379240
1,0.04570518294156500,0.0640786731945315,0.018513670270183200,0.02595616843698300,0.03497317501490280,-82.20560747663550,-0.01771415682546840,-0.3875743555849310,1.204134126163980,0.8588687589618010,0.01330978427234210
1,8.02072019383407E-05,8.2455525550906E-05,0.049531289163672800,0.0509197226745824,0.046764140696800100,-299.98591549295800,-0.07118054975353000,-887.4583333333330,0.9810627142984750,0.9543119725958730,0.013765561032667700
1,0.024460312874066100,0.04074532453245330,0.013744995253229900,0.022896039603960400,0.03225327114376520,-144.83050847457600,-0.023513710598368200,-0.9613004837439530,1.5737944627796100,0.944783368418156,0.07481460078975250
1,0.016474602351603100,0.01951248501896770,0.04007426115171690,0.047463872188270700,0.04289250531034140,-427.72727272727300,-0.11804010771212100,-7.16497461928934,1.1598240904903900,0.9792520363277530,0.08775025506364050
1,0.022013856812933000,0.025579785207091100,0.03162124711316400,0.036743434647030100,0.04515011547344110,-290.2972972972970,-0.04961200923787530,-2.2536718422156900,1.1242922085240900,0.9675612009237880,0.02310392609699770
1,0.023639094628891100,0.03416627988800890,0.011260164707101100,0.01627464778188680,0.04754752162428140,-273.2631578947370,-0.05378360180245510,-2.275197195442590,1.4068811666242500,0.9733982493396180,0.01941264826228830
1,0.026814114569398600,0.03147573018808670,0.0618954190076994,0.07265589559269990,0.039965516216296600,-524.7903225806450,-0.09672404054817330,-3.607206208425720,1.1157692710332600,0.9505217158655130,0.1246023960284190
